Geneid,Chr,Start,End,Strand,Length,DRR318288,DRR318289,DRR318290,DRR318291,DRR318292,DRR318293,DRR318294,DRR318295,DRR318296,DRR318297,DRR318298,DRR318299
aten_0.1.m1.22848,Sc0000064,1254408,1255091,-,684,0,0,0,0,0,0,0,0,0,2,1,0
aten_0.1.m1.22849,Sc0000064,1247777,1248716,-,940,3,3,0,7,9,5,7,2,7,11,3,9
aten_0.1.m1.22851,Sc0000064,1253838,1254372,-,535,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.22852,Sc0000064,1251613,1251894,-,282,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.22853,Sc0000064,1249141,1249419,-,279,0,0,0,0,0,0,0,0,0,0,1,0
aten_0.1.m1.22854,Sc0000064,1253125,1253570,-,446,1,1,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.22856,Sc0000064,1281300,1286524,+,5225,688,464,602,561,258,274,423,298,604,281,340,356
aten_0.1.m1.22857,Sc0000064,1275450,1278174,+,2725,7,0,11,5,1,2,4,10,4,4,0,2
aten_0.1.m1.22858,Sc0000064,1355368,1372068,-,16701,178,104,17,117,168,58,144,112,75,43,25,127
aten_0.1.m1.22859,Sc0000064,1332707,1348536,-,15830,250,71,16,176,203,44,263,173,97,19,22,225
aten_0.1.m1.22860,Sc0000064,1297043,1331505,-,34463,1173,1305,1645,1576,868,1142,1022,809,948,718,849,532
aten_0.1.m1.22861,Sc0000064,1286777,1294289,-,7513,1207,1387,1280,1623,434,726,618,424,1184,1042,1335,966
aten_0.1.m1.22862,Sc0000064,1436175,1437731,+,1557,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.22863,Sc0000064,1466721,1468283,+,1563,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.22864,Sc0000064,1411177,1426063,+,14887,1233,1533,891,530,1158,719,1118,849,740,1016,744,869
aten_0.1.m1.22865,Sc0000064,1428406,1454513,-,26108,935,1242,1644,1438,1382,701,1194,835,318,441,344,327
aten_0.1.m1.22866,Sc0000064,1407346,1410790,-,3445,258,220,270,253,73,88,101,77,272,193,223,155
aten_0.1.m1.22867,Sc0000064,1480611,1484987,-,4377,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.22868,Sc0000064,1394786,1404729,-,9944,1217,1432,1560,1759,1176,1074,1027,798,479,424,380,397
aten_0.1.m1.22870,Sc0000064,1385123,1386598,-,1476,0,0,0,2,1,0,0,3,1,0,0,1
aten_0.1.m1.22871,Sc0000064,1380546,1381615,-,1070,0,0,0,0,0,4,0,0,2,0,0,0
aten_0.1.m1.22872,Sc0000064,1547193,1554743,+,7551,507,878,557,499,182,292,335,192,451,499,369,310
aten_0.1.m1.22873,Sc0000064,1571852,1577218,+,5367,503,617,463,388,143,265,204,178,428,310,363,271
aten_0.1.m1.22874,Sc0000064,1470780,1489990,+,19211,79,84,51,7,41,38,23,35,28,8,26,40
aten_0.1.m1.22875,Sc0000064,1533141,1544649,+,11509,43,26,111,82,61,44,95,53,21,23,16,29
aten_0.1.m1.22876,Sc0000064,1512201,1512503,+,303,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.22878,Sc0000064,1558874,1568637,-,9764,5329,6254,5688,5384,2763,2685,3219,3280,4022,1998,1997,3648
aten_0.1.m1.22879,Sc0000064,1513787,1538699,-,24913,635,1023,705,775,622,853,683,513,742,918,1070,633
aten_0.1.m1.22880,Sc0000064,1577895,1582039,-,4145,218,312,135,177,64,97,98,68,168,119,105,102
aten_0.1.m1.22881,Sc0000064,1616512,1622505,+,5994,336,554,403,337,194,225,232,154,358,275,294,223
aten_0.1.m1.22882,Sc0000064,1600205,1602798,+,2594,159,182,113,195,82,95,105,86,98,52,85,82
aten_0.1.m1.22883,Sc0000064,1647570,1661514,+,13945,432,483,508,491,307,246,310,267,429,512,437,350
aten_0.1.m1.22884,Sc0000064,1582171,1592915,+,10745,569,538,479,1473,271,222,326,216,1750,1266,1304,1426
aten_0.1.m1.22885,Sc0000064,1621880,1637133,-,15254,7945,10475,9673,9309,9880,10982,9137,8666,15554,16573,18694,15320
aten_0.1.m1.22886,Sc0000064,1607390,1616444,-,9055,1702,2251,2261,1722,833,997,1014,907,931,1021,960,675
aten_0.1.m1.22887,Sc0000064,1653700,1655045,-,1346,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.22888,Sc0000064,1593613,1600278,-,6666,737,806,748,625,324,281,317,318,611,578,643,491
aten_0.1.m1.22889,Sc0000064,1679064,1693383,+,14320,4196,3912,5317,5523,5057,4066,5164,4694,972,823,624,755
aten_0.1.m1.22891,Sc0000064,1738927,1752273,-,13347,569,576,564,505,373,249,459,295,561,597,224,363
aten_0.1.m1.22892,Sc0000064,1720233,1733597,-,13365,339,194,555,542,306,114,361,330,133,125,62,118
aten_0.1.m1.22893,Sc0000064,1713395,1718738,-,5344,269,38,166,45,154,1487,1314,1417,56,6,10,19
aten_0.1.m1.22894,Sc0000064,1764440,1769038,-,4599,19,12,25,33,23,4,16,6,2,11,1,6
aten_0.1.m1.22896,Sc0000064,1805145,1822238,+,17094,1954,1969,2009,2342,1443,1101,1825,1335,2066,1386,1769,1658
aten_0.1.m1.22897,Sc0000064,1781114,1793062,-,11949,157,227,260,272,155,111,181,133,145,79,102,81
aten_0.1.m1.22898,Sc0000064,1826118,1852434,-,26317,587,716,1167,288,186,763,579,398,587,172,483,122
aten_0.1.m1.22899,Sc0000064,1795190,1805077,-,9888,690,372,733,422,192,471,444,383,660,308,352,346
aten_0.1.m1.22900,Sc0000064,1877771,1880873,-,3103,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.22901,Sc0000064,1821246,1825944,-,4699,2225,2834,2860,2895,1400,1240,1372,1354,3914,4270,5614,3218
aten_0.1.m1.22902,Sc0000064,2006367,2014955,+,8589,247,339,120,352,155,77,86,99,306,259,502,284
aten_0.1.m1.22903,Sc0000064,1920292,1996807,+,76516,4832,6212,6345,6999,5347,5393,5924,4673,7529,5379,7472,5034
aten_0.1.m1.22904,Sc0000064,1867223,1899374,+,32152,28,439,641,142,196,176,86,79,92,212,321,160
aten_0.1.m1.22907,Sc0000064,2020721,2036007,-,15287,943,808,677,1033,811,951,1156,747,3352,1750,1040,2327
aten_0.1.m1.22908,Sc0000064,2040920,2042620,-,1701,0,0,0,1,0,3,0,0,0,1,2,0
aten_0.1.m1.22909,Sc0000064,2038643,2040796,-,2154,4,1,2,3,7,5,4,5,15,3,7,8
aten_0.1.m1.22910,Sc0000065,34509,38649,+,4141,0,2,0,0,0,2,0,0,1,0,2,0
aten_0.1.m1.22911,Sc0000065,33324,33719,+,396,1,0,1,1,2,0,3,0,0,0,1,0
aten_0.1.m1.22912,Sc0000065,29967,32392,+,2426,0,0,2,2,0,0,0,0,0,0,0,0
aten_0.1.m1.22919,Sc0000065,114977,117344,+,2368,0,1,1,1,0,0,0,0,0,0,0,0
aten_0.1.m1.22921,Sc0000065,84307,110447,+,26141,37,3,38,30,42,21,27,14,31,17,6,16
aten_0.1.m1.22923,Sc0000065,165042,169172,-,4131,2,0,0,0,0,0,4,0,0,0,2,0
aten_0.1.m1.22931,Sc0000065,214984,225983,+,11000,34,7,11,11,4,9,6,14,7,7,44,28
aten_0.1.m1.22932,Sc0000065,188537,190609,-,2073,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.22933,Sc0000065,231143,251334,-,20192,2937,3133,4524,3852,4943,4831,8382,3542,4621,4070,3511,3706
aten_0.1.m1.22937,Sc0000065,329272,332478,+,3207,655,584,574,725,165,245,374,159,661,866,806,674
aten_0.1.m1.22938,Sc0000065,264850,295193,+,30344,2251,2821,2579,2914,2145,2322,2137,1979,3364,3165,3210,2349
aten_0.1.m1.22939,Sc0000065,346870,348821,-,1952,2229,193,1671,3238,225,1130,5984,221,266,1594,4029,926
aten_0.1.m1.22940,Sc0000065,320315,329171,-,8857,475,750,655,446,396,323,311,287,849,525,614,598
aten_0.1.m1.22941,Sc0000065,297503,298513,-,1011,58,35,40,54,33,20,28,12,22,4,2,22
aten_0.1.m1.22942,Sc0000065,287747,290162,-,2416,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.22943,Sc0000065,369672,376939,-,7268,4874,5854,3951,10465,8322,4602,13307,8747,9083,8739,8683,5099
aten_0.1.m1.22944,Sc0000065,383183,384409,+,1227,0,1,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.22945,Sc0000065,334767,335246,-,480,5,0,8,9,4,0,1,3,4,1,3,5
aten_0.1.m1.22946,Sc0000065,483623,486449,+,2827,20,4,21,6,5,3,42,13,4,10,35,5
aten_0.1.m1.22947,Sc0000065,436861,438176,+,1316,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.22948,Sc0000065,387881,395540,+,7660,79,25,112,79,27,59,93,33,49,49,138,46
aten_0.1.m1.22949,Sc0000065,454844,455446,+,603,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.22950,Sc0000065,462886,463780,+,895,1,5,1,7,4,1,0,0,0,0,1,0
aten_0.1.m1.22952,Sc0000065,425571,427857,+,2287,8,8,37,10,1,1,0,1,2,4,1,2
aten_0.1.m1.22953,Sc0000065,475391,476766,-,1376,0,0,10,0,0,0,0,0,5,0,1,0
aten_0.1.m1.22954,Sc0000065,464688,465586,-,899,3,8,0,14,6,0,0,1,5,1,1,0
aten_0.1.m1.22955,Sc0000065,445860,452491,-,6632,0,0,1,0,0,0,0,1,0,0,0,0
aten_0.1.m1.22956,Sc0000065,409552,414840,-,5289,6,2,4,2,0,1,6,1,3,8,14,10
aten_0.1.m1.22957,Sc0000065,397062,400957,-,3896,0,0,0,0,0,1,0,1,1,2,0,0
aten_0.1.m1.22958,Sc0000065,455238,457858,-,2621,1,0,0,0,0,0,2,0,4,0,1,1
aten_0.1.m1.22959,Sc0000065,416704,417180,-,477,4,0,1,5,0,0,0,2,3,0,2,0
aten_0.1.m1.22960,Sc0000065,514300,522234,+,7935,667,769,725,747,603,518,479,518,833,582,787,711
aten_0.1.m1.22961,Sc0000065,506721,507077,+,357,0,0,3,0,0,0,0,0,0,0,0,0
aten_0.1.m1.22962,Sc0000065,533473,556342,+,22870,1398,1684,1977,1952,1724,1428,1854,1558,1565,1579,1710,1562
aten_0.1.m1.22963,Sc0000065,568062,579161,+,11100,187,289,335,348,223,103,279,218,234,139,262,312
aten_0.1.m1.22964,Sc0000065,580408,583610,-,3203,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.22965,Sc0000065,644440,659599,+,15160,1340,956,1289,1316,599,683,1029,504,797,760,1000,748
aten_0.1.m1.22966,Sc0000065,627164,642467,+,15304,1458,2289,2087,2890,989,825,787,851,564,520,580,658
aten_0.1.m1.22967,Sc0000065,613082,627087,-,14006,3750,3969,3755,3923,2526,2644,3119,2518,3198,3646,3993,3543
aten_0.1.m1.22968,Sc0000065,588586,609834,-,21249,1041,1398,1329,1539,582,803,835,596,4049,2821,3555,2968
aten_0.1.m1.22969,Sc0000065,731892,736659,+,4768,177,0,179,153,0,64,65,51,123,0,243,14
aten_0.1.m1.22970,Sc0000065,748260,754053,+,5794,132,46,210,277,44,27,62,29,5,18,33,13
aten_0.1.m1.22971,Sc0000065,698205,706165,+,7961,305,92,561,627,88,40,109,49,18,40,79,28
aten_0.1.m1.22972,Sc0000065,716859,730642,+,13784,25,8,35,24,11,1,12,5,11,3,15,24
aten_0.1.m1.22974,Sc0000065,687145,689927,+,2783,1,0,1,0,0,0,1,0,0,0,0,0
aten_0.1.m1.22975,Sc0000065,691018,692434,-,1417,0,0,0,1,2,0,0,0,0,1,0,0
aten_0.1.m1.22977,Sc0000065,775870,776091,-,222,0,0,0,0,0,0,2,0,0,0,1,0
aten_0.1.m1.22979,Sc0000065,856550,869309,+,12760,463,587,600,305,248,301,364,334,342,290,234,203
aten_0.1.m1.22980,Sc0000065,813848,816215,+,2368,1,0,0,0,0,0,0,1,0,0,0,0
aten_0.1.m1.22982,Sc0000065,847691,849366,-,1676,32,20,24,100,4,8,12,7,10,28,66,15
aten_0.1.m1.22983,Sc0000065,877068,887401,-,10334,481,469,503,524,189,211,197,189,295,235,434,162
aten_0.1.m1.22984,Sc0000065,833713,838684,-,4972,5,8,3,11,4,10,12,0,0,1,7,2
aten_0.1.m1.22985,Sc0000065,928554,937724,+,9171,4408,4463,4829,2851,4038,3501,5251,4151,1652,2171,1916,1775
aten_0.1.m1.22986,Sc0000065,887438,897934,+,10497,1257,1241,1504,1732,487,595,639,553,490,362,456,326
aten_0.1.m1.22987,Sc0000065,964248,967573,+,3326,167,118,156,139,121,139,178,122,64,58,65,65
aten_0.1.m1.22988,Sc0000065,979139,992889,+,13751,199,161,145,33,87,45,226,96,187,160,280,140
aten_0.1.m1.22989,Sc0000065,1038896,1039831,+,936,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.22990,Sc0000065,1045786,1048639,+,2854,0,0,0,0,0,0,0,0,0,0,0,1
aten_0.1.m1.22992,Sc0000065,1028537,1031688,+,3152,33,41,4,134,12,10,19,0,25,24,20,19
aten_0.1.m1.22993,Sc0000065,1080469,1084462,+,3994,102,139,120,131,99,145,224,98,46,47,44,35
aten_0.1.m1.22994,Sc0000065,1001949,1005596,+,3648,0,2,0,0,2,0,0,1,0,0,0,0
aten_0.1.m1.22995,Sc0000065,1014261,1022558,+,8298,62,55,72,71,113,62,103,60,9,15,35,18
aten_0.1.m1.22996,Sc0000065,988650,989042,-,393,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.22997,Sc0000065,1040436,1040768,-,333,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.22998,Sc0000065,1030848,1032098,-,1251,3,0,0,3,1,2,3,3,2,3,3,3
aten_0.1.m1.22999,Sc0000065,1112544,1121958,+,9415,1158,1331,1277,1244,566,628,729,585,916,902,1117,676
aten_0.1.m1.23000,Sc0000065,1133242,1152320,+,19079,613,1295,959,779,1189,811,662,1034,1386,604,366,838
aten_0.1.m1.23001,Sc0000065,1172578,1186310,+,13733,991,1112,1263,1136,846,710,1061,722,217,187,243,185
aten_0.1.m1.23002,Sc0000065,1160604,1172532,-,11929,3643,5136,4757,3940,3270,2598,3087,2882,3523,3310,4344,3191
aten_0.1.m1.23003,Sc0000065,1103589,1110509,-,6921,950,1340,1517,1114,1166,803,1176,1006,87,69,123,31
aten_0.1.m1.23005,Sc0000065,1242375,1249337,+,6963,670,711,966,855,356,328,476,352,677,682,877,626
aten_0.1.m1.23006,Sc0000065,1188637,1204866,+,16230,662,759,1008,832,2324,1825,1362,1331,2088,2351,2623,2077
aten_0.1.m1.23007,Sc0000065,1224989,1239495,+,14507,1353,2597,1594,2181,1840,1328,1420,1352,2706,1847,2037,1806
aten_0.1.m1.23008,Sc0000065,1250975,1269535,+,18561,755,842,881,925,409,441,564,437,547,596,720,441
aten_0.1.m1.23009,Sc0000065,1247169,1250630,-,3462,91,187,160,103,106,55,59,73,114,81,66,163
aten_0.1.m1.23010,Sc0000065,1204542,1224638,-,20097,609,1126,1035,933,585,616,422,545,688,357,573,369
aten_0.1.m1.23012,Sc0000065,1351833,1356551,+,4719,336,181,459,125,128,200,226,267,22,8,2,4
aten_0.1.m1.23013,Sc0000065,1274904,1293768,+,18865,14524,19734,16839,19170,12561,13387,14111,12229,10651,9798,10070,7566
aten_0.1.m1.23014,Sc0000065,1328115,1336155,+,8041,3281,4616,3798,2962,3606,3203,3427,2950,6878,8222,6785,5575
aten_0.1.m1.23015,Sc0000065,1294853,1320339,+,25487,3994,2548,4613,4877,4456,4507,3704,2861,19700,21628,26472,23020
aten_0.1.m1.23017,Sc0000065,1320230,1324758,-,4529,170,532,850,144,430,448,201,319,86,76,37,34
aten_0.1.m1.23019,Sc0000065,1425058,1427519,+,2462,9,15,6,37,7,10,16,10,24,1,8,0
aten_0.1.m1.23020,Sc0000065,1384029,1390796,+,6768,219,334,269,227,1060,1065,726,865,897,526,321,266
aten_0.1.m1.23021,Sc0000065,1413713,1416133,-,2421,3,10,3,9,5,10,4,5,9,0,3,0
aten_0.1.m1.23022,Sc0000065,1418224,1421812,-,3589,0,5,0,0,0,0,0,0,0,0,1,0
aten_0.1.m1.23023,Sc0000065,1443782,1451134,-,7353,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23024,Sc0000065,1477234,1498434,+,21201,2390,2462,2494,2282,1844,2151,2073,1876,2950,3632,3613,3062
aten_0.1.m1.23025,Sc0000065,1501312,1523624,+,22313,1198,1661,1705,992,1290,1384,1217,1250,1020,621,867,670
aten_0.1.m1.23026,Sc0000065,1429734,1475597,+,45864,2934,3818,3530,3424,2028,2406,2338,2078,3679,3779,3435,2873
aten_0.1.m1.23027,Sc0000065,1523884,1531721,-,7838,1112,605,472,755,2466,7213,5508,1559,951,806,1438,1317
aten_0.1.m1.23028,Sc0000065,1560530,1567994,-,7465,684,852,836,772,591,627,586,479,724,565,673,857
aten_0.1.m1.23029,Sc0000065,1551588,1558652,-,7065,1152,1708,1816,1556,3977,3921,1667,1912,2330,1945,3451,4078
aten_0.1.m1.23030,Sc0000065,1536880,1548658,-,11779,2019,1452,1342,2719,1716,3080,3529,2449,2492,3605,4185,2430
aten_0.1.m1.23031,Sc0000065,1625673,1629683,+,4011,6087,7357,8086,7189,6094,5834,6762,5360,5520,5840,4283,4573
aten_0.1.m1.23032,Sc0000065,1663332,1679491,+,16160,2316,2820,3021,2906,2403,2473,2938,2140,3521,3682,3829,2719
aten_0.1.m1.23033,Sc0000065,1641550,1659339,+,17790,5584,6332,6263,5995,3845,4715,4842,3494,7648,7329,9367,6915
aten_0.1.m1.23034,Sc0000065,1630207,1636810,-,6604,547,432,436,760,291,470,362,224,688,617,599,615
aten_0.1.m1.23035,Sc0000065,1570672,1600932,-,30261,970,664,759,736,586,773,559,469,286,141,201,208
aten_0.1.m1.23036,Sc0000065,1607923,1625617,-,17695,326,151,199,292,121,181,190,92,32,54,50,32
aten_0.1.m1.23037,Sc0000065,1685468,1697470,+,12003,6125,6329,6348,5478,10106,8884,9401,4910,40787,51237,52795,47876
aten_0.1.m1.23038,Sc0000065,1756182,1760726,+,4545,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23039,Sc0000065,1779921,1783934,-,4014,0,0,0,0,1,0,0,4,1,1,0,0
aten_0.1.m1.23040,Sc0000065,1749184,1755120,-,5937,2,2,0,2,5,0,1,0,0,1,0,1
aten_0.1.m1.23041,Sc0000065,1765608,1770882,-,5275,2,3,1,2,1,4,0,6,1,0,0,2
aten_0.1.m1.23042,Sc0000065,1732055,1735936,-,3882,6,34,0,20,13,9,2,10,31,51,47,14
aten_0.1.m1.23043,Sc0000065,1698316,1728676,-,30361,5010,5772,4956,5100,4274,4728,4577,3703,7062,7862,7846,6326
aten_0.1.m1.23044,Sc0000065,1747046,1747337,+,292,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23046,Sc0000065,1863191,1884207,+,21017,2543,2772,2481,2246,1738,2076,2188,1577,2161,2016,2491,1934
aten_0.1.m1.23047,Sc0000065,1810044,1814406,+,4363,0,1,0,0,0,0,0,0,2,0,0,0
aten_0.1.m1.23048,Sc0000065,1831592,1834732,+,3141,7,14,13,25,9,17,4,10,17,9,10,8
aten_0.1.m1.23049,Sc0000065,1835096,1837322,+,2227,10,0,3,1,2,2,11,0,3,0,9,2
aten_0.1.m1.23053,Sc0000065,1819651,1820734,+,1084,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23055,Sc0000065,1843007,1846885,-,3879,7,47,4,27,17,13,9,21,16,12,13,1
aten_0.1.m1.23056,Sc0000065,1789208,1789525,-,318,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23057,Sc0000065,1819927,1828562,-,8636,2,7,3,21,18,15,12,6,5,0,5,10
aten_0.1.m1.23060,Sc0000065,1904151,1911536,+,7386,9934,13508,13397,14678,8873,7628,6008,6597,427,159,318,112
aten_0.1.m1.23061,Sc0000065,1919315,1926734,+,7420,543,683,322,711,544,363,583,417,55,33,58,26
aten_0.1.m1.23062,Sc0000065,1941317,1953388,+,12072,4,1,2,3,1,2,6,1,2,1,1,3
aten_0.1.m1.23063,Sc0000065,1928199,1933743,+,5545,693,775,949,921,635,549,522,656,163,155,113,57
aten_0.1.m1.23064,Sc0000065,1979287,1985456,-,6170,2,2,4,8,3,3,0,1,0,17,0,2
aten_0.1.m1.23065,Sc0000065,1887806,1899651,-,11846,1633,1987,2199,1918,779,750,956,747,1654,1524,1504,1345
aten_0.1.m1.23066,Sc0000065,1989492,1991273,-,1782,58,38,94,27,23,1,20,17,3,21,4,29
aten_0.1.m1.23069,Sc0000066,27268,28804,+,1537,6,4,4,10,2,2,6,7,2,0,0,0
aten_0.1.m1.23071,Sc0000066,51589,65483,-,13895,6,3,13,5,1,5,2,1,7,8,7,1
aten_0.1.m1.23072,Sc0000066,11070,11348,-,279,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23073,Sc0000066,51255,51512,-,258,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23074,Sc0000066,12065,23173,-,11109,24,9,9,12,16,8,6,7,17,18,14,5
aten_0.1.m1.23076,Sc0000066,127043,129467,+,2425,1,10,6,75,6,11,7,4,7,55,5,7
aten_0.1.m1.23077,Sc0000066,64373,65672,+,1300,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23079,Sc0000066,67674,72202,+,4529,0,0,0,0,0,0,0,0,0,0,0,2
aten_0.1.m1.23080,Sc0000066,99637,125760,+,26124,44,29,41,331,40,24,57,30,73,225,16,23
aten_0.1.m1.23081,Sc0000066,136437,138199,-,1763,2,1,1,39,0,0,0,2,5,23,1,2
aten_0.1.m1.23082,Sc0000066,164198,167705,-,3508,0,0,2,2,0,3,0,0,4,0,0,2
aten_0.1.m1.23084,Sc0000066,129878,135216,-,5339,11,24,11,110,2,2,12,12,16,110,11,13
aten_0.1.m1.23085,Sc0000066,68074,93838,-,25765,29,30,297,24,91,24,143,77,239,250,230,143
aten_0.1.m1.23087,Sc0000066,191193,192269,+,1077,0,0,0,0,0,0,0,2,0,0,0,6
aten_0.1.m1.23089,Sc0000066,235804,236275,+,472,0,0,0,2,0,0,0,0,0,2,2,0
aten_0.1.m1.23090,Sc0000066,266762,272691,+,5930,13,13,19,8,3,5,3,10,8,4,14,2
aten_0.1.m1.23091,Sc0000066,277758,280034,+,2277,8,12,7,4,22,18,5,4,25,25,6,7
aten_0.1.m1.23092,Sc0000066,213530,217506,+,3977,6,20,26,28,21,12,2,11,12,19,13,17
aten_0.1.m1.23099,Sc0000066,343720,351487,-,7768,1007,1080,946,1022,457,500,496,397,1428,1156,1177,1063
aten_0.1.m1.23100,Sc0000066,294882,297185,-,2304,0,0,0,0,0,0,0,0,0,0,1,2
aten_0.1.m1.23102,Sc0000066,365817,366263,-,447,2,0,1,7,0,0,4,0,0,0,0,0
aten_0.1.m1.23103,Sc0000066,355624,360800,-,5177,7,3,3,7,1,6,0,5,3,1,10,2
aten_0.1.m1.23105,Sc0000066,440918,467003,+,26086,1621,1866,2587,1986,1247,1225,1210,1001,1698,1566,1527,1484
aten_0.1.m1.23106,Sc0000066,405342,424974,+,19633,572,727,835,498,304,305,409,255,757,782,1016,613
aten_0.1.m1.23107,Sc0000066,389144,399788,+,10645,2144,2632,3164,2453,1337,1740,1558,1287,1757,1516,1683,1097
aten_0.1.m1.23108,Sc0000066,536981,548405,+,11425,367,434,423,438,235,305,256,235,460,391,377,357
aten_0.1.m1.23109,Sc0000066,568360,569929,+,1570,1,1,0,0,0,0,0,0,2,0,0,2
aten_0.1.m1.23110,Sc0000066,552104,560171,+,8068,168,206,233,204,124,139,135,121,227,178,275,194
aten_0.1.m1.23112,Sc0000066,526597,527733,-,1137,56,127,5,54,5,27,15,34,89,37,53,79
aten_0.1.m1.23113,Sc0000066,570369,571335,-,967,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23114,Sc0000066,579846,581075,-,1230,124,157,71,120,15,26,9,8,203,108,105,254
aten_0.1.m1.23115,Sc0000066,586914,587189,-,276,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23116,Sc0000066,500977,523117,-,22141,36,35,49,31,29,24,32,22,23,35,17,19
aten_0.1.m1.23118,Sc0000066,627567,632484,+,4918,5,3,7,14,5,7,4,7,2,11,11,6
aten_0.1.m1.23119,Sc0000066,626101,627404,+,1304,0,2,5,3,6,2,2,3,3,2,2,5
aten_0.1.m1.23121,Sc0000066,680206,683052,-,2847,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23122,Sc0000066,590489,619852,-,29364,1353,1885,1914,1958,1139,1039,1651,1091,1140,1202,1237,1122
aten_0.1.m1.23123,Sc0000066,645096,645377,-,282,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23125,Sc0000066,660224,663451,-,3228,0,0,2,0,0,0,0,0,0,0,2,0
aten_0.1.m1.23126,Sc0000066,678851,690871,+,12021,437,694,852,717,210,254,269,234,356,444,352,328
aten_0.1.m1.23127,Sc0000066,773186,778681,+,5496,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23128,Sc0000066,724576,726420,+,1845,5,3,13,10,14,10,10,6,12,2,11,5
aten_0.1.m1.23129,Sc0000066,710457,718322,+,7866,8,11,22,14,6,4,7,6,13,8,10,5
aten_0.1.m1.23130,Sc0000066,739603,750715,+,11113,508,316,459,756,225,62,508,264,434,456,93,390
aten_0.1.m1.23132,Sc0000066,721651,721914,+,264,0,0,2,0,0,1,0,2,0,0,1,0
aten_0.1.m1.23133,Sc0000066,727287,729335,-,2049,9,12,10,7,13,9,11,12,21,4,18,3
aten_0.1.m1.23134,Sc0000066,769157,771785,-,2629,40,4,0,0,20,4,22,15,20,28,0,48
aten_0.1.m1.23137,Sc0000066,702245,702724,-,480,2,5,1,0,2,3,0,0,9,2,0,0
aten_0.1.m1.23138,Sc0000066,722246,722508,+,263,0,2,0,0,0,0,2,0,0,0,0,0
aten_0.1.m1.23139,Sc0000066,790401,791291,+,891,2,0,0,0,2,0,0,0,0,0,2,4
aten_0.1.m1.23140,Sc0000066,778227,781454,-,3228,1,0,0,0,1,0,4,8,7,9,0,8
aten_0.1.m1.23141,Sc0000066,791696,792928,-,1233,0,0,0,4,0,0,0,0,0,0,0,0
aten_0.1.m1.23143,Sc0000066,815718,816017,-,300,0,0,0,0,0,0,0,0,0,0,1,0
aten_0.1.m1.23144,Sc0000066,816067,816328,-,262,0,0,0,0,0,0,0,0,0,0,1,0
aten_0.1.m1.23145,Sc0000066,955085,961096,+,6012,197,256,291,144,77,85,150,149,62,33,63,24
aten_0.1.m1.23146,Sc0000066,875195,880876,+,5682,631,602,822,675,217,268,253,221,397,359,379,187
aten_0.1.m1.23147,Sc0000066,950361,953121,-,2761,5,2,2,3,2,3,0,1,1,4,0,0
aten_0.1.m1.23148,Sc0000066,895717,901286,-,5570,14,60,98,12,16,41,2,29,3,4,36,3
aten_0.1.m1.23149,Sc0000066,892578,895188,-,2611,8,19,57,8,12,24,6,11,2,0,6,2
aten_0.1.m1.23150,Sc0000066,918610,921921,-,3312,3,0,4,4,0,2,2,2,2,1,0,1
aten_0.1.m1.23151,Sc0000066,941878,942129,-,252,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.23152,Sc0000066,922175,923468,-,1294,0,1,2,1,0,1,3,0,0,2,3,5
aten_0.1.m1.23154,Sc0000066,1049586,1071432,+,21847,191,274,192,250,114,270,168,143,56,69,143,56
